개방자치단체코드,관리번호,낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,낚시터전화번호,수면적,주요어종,최대수용인원,수상시설물유형,이용요금,주요포인트,안전시설현황,편익시설현황,주변관광지,관리기관전화번호,관리기관명,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
4010000,202640100001000005,까치 낚시터,평지,경기도 시흥시 수인로2107번길 146,경기도 시흥시 조남동 520-1,37.36734,126.86603,031-480-7760,1244,붕어+잉어,80,지상고정형,1일 10000원,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-310-2332,경기도 시흥시청,2026-01-19,I,2026-05-15 18:45:51,2026-01-19 10:12:38
4010000,202640100001000006,산정 낚시터,평지,경기도 시흥시 피울길 173,경기도 시흥시 산현동 412-3,37.36794,126.82918,031-485-7280,1793,붕어+잉어,100,지상고정형,1일 10000원,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-310-2332,경기도 시흥시청,2026-01-19,I,2026-05-15 18:45:51,2026-01-19 10:12:38
4010000,202640100001000007,군자 낚시터,평지,경기도 시흥시 시흥대로216-18,경기도 시흥시 군자동 62,37.35995,123.80808,,1064,붕어+잉어,50,지상고정형,1일 10000원,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-310-2332,경기도 시흥시청,2026-01-19,I,2026-05-15 18:45:51,2026-01-19 10:12:38
4010000,202640100001000008,능곡 낚시터,평지,경기도 시흥시 시흥대로268번길 50-28,경기도 시흥시 능곡동 434,37.36146,126.81064,031-318-3638,600,붕어+잉어,50,지상고정형,(평일)10000원+(휴일)20000원,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-310-2332,경기도 시흥시청,2026-01-19,I,2026-05-15 18:45:51,2026-01-19 10:12:38
4010000,202640100001000009,쉼터 낚시터,평지,경기도 시흥시 하중로 281,경기도 시흥시 광석동 346,37.38821,126.80687,,690,붕어+잉어,60,지상고정형,(평일)10000원+(휴일)15000원,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-310-2332,경기도 시흥시청,2026-01-19,I,2026-05-15 18:45:51,2026-01-19 10:12:38
4010000,202640100001000010,계수 낚시터,평지,경기도 시흥시 구미1길 33,경기도 시흥시 계수동 447-1,37.4516,126.80476,031-311-9508,1800,붕어+잉어,70,지상고정형,1일 10000원,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-310-2332,경기도 시흥시청,2026-01-19,I,2026-05-15 18:45:51,2026-01-19 10:12:38
4010000,202640100001000011,약수 낚시터,평지,경기도 시흥시 동서로 989-32,경기도 시흥시 조남동 213,37.38157,126.85253,031-405-6252,1197,붕어+잉어,96,지상고정형,(평일)10000원+(휴일)20000원,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-310-2332,경기도 시흥시청,2026-01-19,I,2026-05-15 18:45:51,2026-01-19 10:12:38
4020000,202340200001000001,바위골 낚시터,평지,경기도 군포시 호수로 43-178(둔대동),경기도 군포시 둔대동 537,,,031-419-7777,480,붕어,70,없음,"10,000원(평일), 15,000원(주말 및 공휴일)",,"방송통신장비, 소화기, 구명환, 구명줄 등",화장실,,,도시환경과 도시농업팀,2026-05-08,I,2026-05-15 18:45:51,2026-05-08 17:16:06
4050000,202440500001000025,사계절낚시터,저수지,경기도 용인시 처인구 이동읍 경기동로742번길 56,경기도 용인시 처인구 이동읍 송전리 984,37.13456,127.1942,,1.42,붕어,100,좌대+방갈로,2.5만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000026,신원낚시터,저수지,,경기도 용인시 처인구 이동읍 묵리 915,37.78644,127.2248,031-332-7634,23.8,붕어,110,좌대+방갈로,4만원~5만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202456200001000001,신 기,저수지,경기도 용인시 처인구 남동 542,,37.219866,127.1912656,,2.07,붕어+잉어+향어,75,고정형,40000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202456200001000018,통 삼,저수지,경기도 용인시 처인구 남사읍 통삼리 33번지,,37.1215841,127.1353062,,2.57,붕어+잉어,0,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202456200001000008,창 리,저수지,경기도 용인시 처인구 남사읍 창리 377-8,,37.1400831,127.1846965,,9.04,붕어+잉어,98,고정형,80000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202456200001000017,고초골,저수지,경기도 용인시 처인구 원삼면 학일리 104,,37.1578429,127.2845366,,4,붕어+잉어+향어,207,고정형,40000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202456200001000009,요덕골,저수지,경기도 용인시 처인구 이동읍 송전리 41,,37.1373894,127.2199263,,1.7,붕어+잉어+향어,0,고정형,60000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202440500001000031,상덕낚시터,저수지,경기도 용인시 처인구 이동읍 상덕로 68-2,경기도 용인시 처인구 이동읍 서리 874,37.21537,127.1644,031-333-4319,2.09,향어,100,좌대+방갈로,2만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202456200001000014,산 장,저수지,경기도 용인시 처인구 양지면 평창리 537-1,,37.2257809,127.3220522,,2.5,붕어+잉어+향어,0,고정형,50000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202440500001000032,산장낚시터,저수지,,경기도 용인시 처인구 양지면 평창리 537-1,37.22594,127.3221,031-336-4472,2.5,붕어,80,좌대+방갈로,2만원~3만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000001,용인실내바다낚시터,기타,,경기도 용인시 처인구 포곡읍 영문리 82,37.2754097,127.206358,,0.12,우럭+광어+참돔,25,실내,40000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:58
4050000,202440500001000027,두창낚시터,저수지,경기도 용인시 처인구 원삼면 두창호수로 105,경기도 용인시 처인구 원삼면 두창리 1393,37.14909,127.3349,,19.64,붕어,130,좌대+방갈로,2만원~5만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202456200001000012,용 담,저수지,경기도 용인시 처인구 원삼면 사암리 1182-2,,37.1888617,127.3069342,,37.6,붕어+잉어,127,고정형,30000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202456200001000005,두 창,저수지,경기도 용인시 처인구 원삼면 두창리 1393,,37.1489493,127.3348678,,19.6,붕어+잉어+향어,78,고정형,25000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202440500001000008,용 담,저수지,,경기도 용인시 처인구 원삼면 사암리 1182-2,37.1888617,127.3069342,,37.6,붕어+잉어,127,고정형,30000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202456200001000002,한 터,저수지,경기도 용인시 처인구 양지면 대대리 639-1,,37.2599235,127.276299,,7.76,붕어+잉어+향어,148,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202440500001000024,용담낚시터,저수지,,경기도 용인시 처인구 원삼면 사암리 55,37.18648,127.3066,031-322-7860,37.68,붕어,120,좌대+방갈로,2.5만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000021,죠스실내낚시터,기타,경기도 용인시 기흥구 신갈로58번길 17 (신갈동),경기도 용인시 기흥구 신갈동 53-12,37.2726,127.1076,,65,잉어 등,35,실내낚시터,1만원~1.2만원,,구명부환+소화기+구급약 등,화장실+쓰레기통 등,,031-324-6342,경기도 용인시 기흥구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202456200001000003,상 덕,저수지,경기도 용인시 처인구 이동읍 서리 873,,37.2149397,127.1636173,,2.09,붕어+잉어,0,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202440500001000012,창 리,저수지,,경기도 용인시 처인구 남사읍 창리 377-8,37.1400831,127.1846965,,9.04,붕어+잉어,98,고정형,80000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000035,신기낚시터,저수지,경기도 용인시 처인구 신기로42번길 146,경기도 용인시 처인구 남동 542,37.22014,127.1912,031-336-0070,2.07,붕어,80,좌대+방갈로,3만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000034,통삼낚시터,저수지,,경기도 용인시 처인구 남사읍 통삼리 33,37.12172,127.1354,,2.57,붕어,100,좌대+방갈로,2만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000037,고초골낚시터,저수지,,경기도 용인시 처인구 원삼면 학일리 104-1,37.15746,127.2836,,4,붕어,100,좌대+방갈로,1.5만원~3만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000002,통 삼,저수지,,경기도 용인시 처인구 남사읍 통삼리 33번지,37.1215841,127.1353062,,2.57,붕어+잉어,0,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202456200001000015,묵 리,저수지,경기도 용인시 처인구 이동읍 묵리 591,,37.1760506,127.2327837,,0.29,붕어+잉어+향어,0,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202440500001000036,아곡낚시터,저수지,,경기도 용인시 처인구 백암면 고안리 산153,37.13117,127.4166,031-332-4042,0.43,붕어,100,좌대,3만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202456200001000011,사계절,저수지,경기도 용인시 처인구 이동읍 송전리 984,,37.1343898,127.19417,,1.42,붕어+잉어,0,고정형,25000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202440500001000038,창리낚시터,저수지,경기도 용인시 처인구 남사읍 경기동로518번길 56,경기도 용인시 처인구 남사읍 창리 377-8,37.14009,127.1847,031-334-7666,9.04,붕어,150,좌대+방갈로,2만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000028,삼인낚시터,저수지,,경기도 용인시 처인구 남사읍 북리 879,37.15722,127.1425,,9.5,붕어,240,좌대+방갈로,4만원~5만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000006,산 장,저수지,,경기도 용인시 처인구 양지면 평창리 537-1,37.2257809,127.3220522,,2.5,붕어+잉어+향어,0,고정형,50000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000007,송원,저수지,,경기도 용인시 처인구 남사읍 봉무리 678-8,37.1073578,127.1439165,,0.75,붕어+잉어,0,고정형,(휴업중),,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000020,지곡낚시터,저수지,"경기도 용인시 기흥구 지삼로250번길 65, 뜨레모아 (지곡동)",경기도 용인시 기흥구 지곡동 69,37.2308,127.135,,10232,붕어 등,160,고정형,2만원~15만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-6342,경기도 용인시 기흥구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000033,동막낚시터,저수지,,경기도 용인시 처인구 남사읍 통삼리 646-16,37.14471,127.1326,031-333-4001,1.54,붕어,90,좌대+방갈로,2.5만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000013,동 막,저수지,,경기도 용인시 처인구 남사읍 통삼리 646-16,37.1446296,127.1325699,,1.54,붕어+잉어+향어,0,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202456200001000004,삼 인,저수지,경기도 용인시 처인구 남사읍 북리 369,,37.1583712,127.141521,,9.5,붕어+잉어,118,고정형,50000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202440500001000015,두 창,저수지,,경기도 용인시 처인구 원삼면 두창리 1393,37.1489493,127.3348678,,19.6,붕어+잉어+향어,78,고정형,25000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000017,상 덕,저수지,,경기도 용인시 처인구 이동읍 서리 873,37.2149397,127.1636173,,2.09,붕어+잉어,0,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000014,아 곡,저수지,,경기도 용인시 처인구 백암면 고안리 산153,37.131062,127.4165405,,1.13,붕어+잉어+향어,0,고정형,30000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202456200001000006,아 곡,저수지,경기도 용인시 처인구 백암면 고안리 산153,,37.131062,127.4165405,,1.13,붕어+잉어+향어,0,고정형,30000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202456200001000013,송원,저수지,경기도 용인시 처인구 남사읍 봉무리 678-8,,37.1073578,127.1439165,,0.75,붕어+잉어,0,고정형,(휴업중),,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202440500001000029,이동내수면어업계 낚시터,저수지,경기도 용인시 처인구 이동읍 경기동로842번길 15,경기도 용인시 처인구 이동읍 어비리 574-3,37.1261,127.2041,031-336-7312,303.58,붕어+잉어,300,좌대+방갈로,4만원~5만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000010,신 원,저수지,,경기도 용인시 처인구 이동읍 묵리 346,37.1649538,127.2516595,,23.8,붕어+잉어+향어,0,고정형,60000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000019,신 기,저수지,,경기도 용인시 처인구 남동 542,37.219866,127.1912656,,2.07,붕어+잉어+향어,75,고정형,40000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000023,묵리낚시터,저수지,경기도 용인시 처인구 이동읍 이원로 375,경기도 용인시 처인구 이동읍 묵리 591,37.17612,127.2327,031-332-7272,0.29,붕어,120,좌대,2만원~4만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202456200001000007,동 막,저수지,경기도 용인시 처인구 남사읍 통삼리 646-16,,37.1446296,127.1325699,,1.54,붕어+잉어+향어,0,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202440500001000030,요덕골낚시터,저수지,,경기도 용인시 처인구 이동읍 송전리 52,37.13821,127.22,031-335-9370,1.7,붕어,120,좌대+방갈로,3만원~5만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000009,사계절,저수지,,경기도 용인시 처인구 이동읍 송전리 984,37.1343898,127.19417,,1.42,붕어+잉어,0,고정형,25000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202456200001000010,신 원,저수지,경기도 용인시 처인구 이동읍 묵리 346,,37.1649538,127.2516595,,23.8,붕어+잉어+향어,0,고정형,60000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202440500001000016,삼 인,저수지,,경기도 용인시 처인구 남사읍 북리 369,37.1583712,127.141521,,9.5,붕어+잉어,118,고정형,50000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000022,물어실내바다낚시터,기타,경기도 용인시 처인구 포곡읍 영문로 128,경기도 용인시 처인구 포곡읍 영문리 82,37.27555,127.2063,031-333-1022,0.13,랍스터,40,좌대,4.4만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202456200001000019,용인실내바다낚시터,기타,경기도 용인시 처인구 포곡읍 영문리 82,,37.2754097,127.206358,,0.12,우럭+광어+참돔,25,실내,40000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202440500001000005,묵 리,저수지,,경기도 용인시 처인구 이동읍 묵리 591,37.1760506,127.2327837,,0.29,붕어+잉어+향어,0,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000004,이 동,저수지,,경기도 용인시 처인구 이동읍 어비리574-3,37.1259221,127.2040823,,303.58,붕어+잉어+향어,0,고정형,5000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000039,한터낚시터,저수지,경기도 용인시 처인구 양지면 한터로662번길 10,경기도 용인시 처인구 양지면 대대리 639-1,37.25983,127.2766,,4.3,향어,120,좌대+방갈로,1만원~3만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000018,한 터,저수지,,경기도 용인시 처인구 양지면 대대리 639-1,37.2599235,127.276299,,7.76,붕어+잉어+향어,148,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202456200001000016,이 동,저수지,경기도 용인시 처인구 이동읍 어비리574-3,,37.1259221,127.2040823,,303.58,붕어+잉어+향어,0,고정형,5000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16,I,2026-05-15 18:45:51,2024-07-16 10:53:15
4050000,202440500001000003,고초골,저수지,,경기도 용인시 처인구 원삼면 학일리 104,37.1578429,127.2845366,,4,붕어+잉어+향어,207,고정형,40000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4050000,202440500001000011,요덕골,저수지,,경기도 용인시 처인구 이동읍 송전리 41,37.1373894,127.2199263,,1.7,붕어+잉어+향어,0,고정형,60000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16,I,2026-05-15 18:45:51,2024-08-13 15:14:59
4060000,202540600001000018,이철우,기타,,경기도 파주시 광탄면 신산리 244,37.79654046,126.8515559,,2662.1,기타내수면 어류,50,고정형,40000원,,구명부환+구명조끼,화장실+분리수거통,,,경기도 파주시청,2025-12-23,I,2026-05-15 18:45:51,2025-12-23 10:43:46
4060000,202540600001000034,임진리낚시터,기타,경기도 파주시 문산읍 임진나루길 178-68,경기도 파주시 문산읍 임진리 30,37.88809785,126.7928557,,3894,잉어,50,고정형,25000원,,구명부환+구명조끼,화장실+분리수거통,,,경기도 파주시청,2025-12-23,I,2026-05-15 18:45:51,2025-12-23 10:43:46
4060000,202540600001000022,아름낚시터,기타,경기도 파주시 광탄면 부흥로 422,경기도 파주시 광탄면 발랑리 188-5,37.80380438,126.8939758,,1085,기타내수면 어류,50,고정형,20000원,,구명부환+구명조끼,화장실+분리수거통,,,경기도 파주시청,2025-12-23,I,2026-05-15 18:45:51,2025-12-23 10:43:46
4060000,202540600001000023,직천낚시터,기타,,경기도 파주시 법원읍 직천리 364-1번지 외 247필지,37.89062379,126.927037,,452000,기타내수면 어류,100,고정형,20000원,,구명부환+구명조끼,화장실+분리수거통,,,경기도 파주시청,2025-12-23,I,2026-05-15 18:45:51,2025-12-23 10:43:46
4060000,202540600001000024,감악산낚시터,기타,,경기도 파주시 적성면 무건리 2-9,37.91225942,126.9529307,,2702,기타내수면 어류,50,고정형,20000원,,구명부환+구명조끼,화장실+분리수거통,,,경기도 파주시청,2025-12-23,I,2026-05-15 18:45:51,2025-12-23 10:43:46
4060000,202540600001000025,작은연못낚시터,기타,경기도 파주시 광탄면 방축안길 39-5,경기도 파주시 광탄면 방축리 221-2,37.81228319,126.8594378,,576,기타내수면 어류,30,고정형,10000원,,구명부환+구명조끼,화장실+분리수거통,,,경기도 파주시청,2025-12-23,I,2026-05-15 18:45:51,2025-12-23 10:43:46
4060000,202540600001000026,눈삔물고기낚시터,기타,경기도 파주시 문산읍 당동2로 5 트윈프라자2차 2층,경기도 파주시 문산읍 당동리 888-3번지 트윈프라자2차 2층,37.86793185,126.7847148,,40.5,기타내수면 어류,30,고정형,20000원,,구명부환+구명조끼,화장실+분리수거통,,,경기도 파주시청,2025-12-23,I,2026-05-15 18:45:51,2025-12-23 10:43:46
4060000,202540600001000027,발랑낚시터,기타,,경기도 파주시 광탄면 발랑리 4-3번지 외 75필지,37.80467312,126.911665,,148211.5,기타내수면 어류,100,고정형,25000원,,구명부환+구명조끼,화장실+분리수거통,,,경기도 파주시청,2025-12-23,I,2026-05-15 18:45:51,2025-12-23 10:43:46
4060000,202540600001000028,광탄낚시터,기타,경기도 파주시 광탄면 부흥로 194-42,경기도 파주시 광탄면 방축리 95번지,37.80119634,126.8676326,,18000,기타내수면 어류,100,고정형,20000원,,구명부환+구명조끼,화장실+분리수거통,,,경기도 파주시청,2025-12-23,I,2026-05-15 18:45:51,2025-12-23 10:43:46
4060000,202540600001000029,썸피싱카페,기타,경기도 파주시 금정 18길 20,경기도 파주시 금촌동 71-9번지 장안아파트,37.76092367,126.7749272,,64.41,잉어,30,고정형,10000원,,구명부환+구명조끼,화장실+분리수거통,,,경기도 파주시청,2025-12-23,I,2026-05-15 18:45:51,2025-12-23 10:43:46
4060000,202540600001000030,금곡낚시터,기타,경기도 파주시 법원읍 술이홀로1372번길 347,경기도 파주시 법원읍 금곡리 32,37.89267479,126.8926452,,3589,숭어+붕어,50,고정형,30000원,,구명부환+구명조끼,화장실+분리수거통,,,경기도 파주시청,2025-12-23,I,2026-05-15 18:45:51,2025-12-23 10:43:46
4060000,202540600001000031,자유로레저낚시터,기타,경기도 파주시 탄현면 엘지로717번길 2-114,경기도 파주시 탄현면 낙하리 312-1,37.83697837,126.7299299,,1195,기타내수면 어류,50,고정형,70000원,,구명부환+구명조끼,화장실+분리수거통,,,경기도 파주시청,2025-12-23,I,2026-05-15 18:45:51,2025-12-23 10:43:46
4060000,202540600001000032,원실내바다낚시터,기타,경기도 파주시 산남로107번길 35-139,경기도 파주시 산남동 120-9,37.70095373,126.6948921,,96,잉어+붕어,30,고정형,22000원,,구명부환+구명조끼,화장실+분리수거통,,,경기도 파주시청,2025-12-23,I,2026-05-15 18:45:51,2025-12-23 10:43:46
4060000,202540600001000033,매일낚시터,평지,"경기도 파주시 광탄면 보광로 898-17, 매일낚시터",경기도 파주시 광탄면 마장리 121 매일낚시터,37.77679555,126.8842036,031-948-4043,832,기타내수면 어류,45,고정형,"15,000원",,구명부환+구명조끼,화장실+분리수거통,,,경기도 파주시청,2025-12-23,I,2026-05-15 18:45:51,2025-12-23 10:43:46
